Column1,Column2
This method seems to get called on end of a drag. The table view should be reloaded on end of a drag. You can skip detecting to reload using needToLoadDragCell boolean. Please check.,Organization
is it necessary to be static? it seems not need to be single shared instance. it can be initiated and then use.,Organization
"This function may call several times. So add observer will be also called several times. So that time may be you will get the notification multiple times. 

Ref link :
https://stackoverflow.com/questions/7751191/how-to-stop-the-observer-in-nsnotification-to-called-twice",Organization
"initial capex message are same and end didReceiveInitSettingsResponse we have make a decision based on connection and reconnection

if isReconnectingModen then we post only notification Otherwise call processNextStep

OOBE and reconnection step working fine",Organization
"Patch Set 5: Code-Review+1

Checked items :
1. Add new init methods to handle new error types. (User try to add alarm on same time)
2. Change variable name.",Organization
Please give a comment about when this init method need to  be used.,Organization
Please give a comment about when this init method need to  be used.,Organization
"Every module should have a class for localization text.
so that, the one who will apply DID will check only one place but not whole class to find out DID",Organization
"if this class is solely responsible for TipsCard weather provider, then rename it as SGTipsCardWeatherProvider or SGTipsCardWeatherManager or better name.",Organization
"This is not solely responsible for TipsCard. Already ayub vai have  given  suggestion regarding this and suggest us to give name. 
So not want to change this name.",Organization
it may be rename as SGTipsCardWeatherInstallationHandler,Organization
This will use to send file. SGWearableManagerService have no method to send file.,Organization
"if it is necessary in future, then keep it code snippet  in commented block. and just use the necessary code now.",Organization
"there have a card that will be show if  if have any update May we can check  only here 
SGUtils.isConnectedWithNetwork()",Organization
"please, do not use Alamofire directly. if necessary use HttpCommunicationProtocol and SGAlamofireAdapter... class",Organization
"1. Don't use _ in the name.
2. Please make a store class for that and give api which will use from both UI and here. Others class shouldn't know about internal userDefaults key.",Organization
KISS: keep it simple and stupid is sometimes more readable code. do not need to be  clumsy inline code. this smart code is not readable and maintainable as well as for debugging and bug fixing.,Organization
"Duplicate code block. Just add "" cell.cellType = cellHeaderViewTypePowerSaverOn"" in the existing else block.",Organization
why it is needed connected device type here. is not possible without app with new enum. (SGUtils.isGalaxyFitDevice()) can be used keeping in a variable.,Organization
We should not print log here as this method will invoked many times for a scroll attempt. I used the offset value that the collection view is providing. Did not make any calculation on it.,Organization
this line should be included into SGUtils.isConnectedWithNetwork(),Organization
"initializeVariable method is called again before calling requestBatteryInfo. Please check properly, if initializeVariable method actually needs to be called.",Organization
I think this check is not sufficient. We already have checked that if we give value 0 for responseDict[SGNotificationsParams.AppName] than it creates crash. But you didn't give that check here.,Organization
"Patch Set 3: Verified+1 Code-Review+1

Checked Item:
utils method to convert weather icon number for 4 CP types.",Organization
"plz, move this function in each provider class. it is not util function.
this icon mapping is specific to content provider.",Organization
Same function as in OOBE.Will create a util function and  Update in next CL,Organization
Create a separate function to create this XML file.,Organization
"Patch Set 1: Verified+1

in SGOOBEPairingOngoingViewController.swift file 
pls unComment the comment line in comment out upper code in
moveToTermsAndCondition function",Organization
"As ""override func updateViewConstraints()"" is handled by iOS , I think using of  it is more better.",Organization
"according to apple doc,
You should only override this method when changing constraints in place is too slow, or when a view is producing a number of redundant changes.
https://developer.apple.com/Documentation/uikit/uiviewcontroller/1621379-updateviewconstraints",Organization
Please check if viewWillAppear need this method?,Organization
"In these methods, every time quickSettingsListFromGear this array is empty and again filling. It seems it is a costly operation for many elements. Can you use any Other alternative way?",Organization
"Maintaining the array is the main concern here to update the table view 
Emptying and filling the array are mandatory to calculate the number of section.
I'll try to optimise the logic in the next CL.",Organization
"1. Avoid using magic numbers. Can we ""let""/""#define"" this number. 
2. can we use .round(.up) as ceil function. Please check.",Organization
"https://stackoverflow.com/questions/25770932/should-freopened-stdout-be-closed 
freopen does not need closing",Organization
Remove unnecessary function.,Organization
Please add super init method call,Organization
Declare updateInitialUEConfig flatbuffer wrap function,Organization
Implement InitialUEConfig flatbuffer wrap function & set the times values,Organization
Implemented updateInitialUEConfig flatbuffer wrap function,Organization
Get response of Common_Confiq & send to loginviewController through processCompleted delegate function,Organization
Start UpdateInitialUEConfig functionality,Organization
"please add this one in ""isEqual"" function.",Organization
"instead of assigning empty string, use decodeIfPresent and apply nil coalescence
(??) and assign """"",Organization
"1. Why there is a ""space"" character in the front of the string? if we need a space in our UI, better to append a space in the string and then set the string in the text field.

2. Please use localized string.",Organization
"Filter should be added in the Manager/Helper side.
Not in the ViewController.

Please Modify accordingly.",Organization
"We don't need an extra init function.
Just add the eventName and eventDescription in the previous init with default nil assignment.",Organization
This overridden function isn't doing anything. Remove.,Organization
remove blank space.,Organization
remove trailing_closure_violation,Organization
"What if group list is nil or empty?
This will cause indexOutOfBounds exception.",Organization
should a delegate be set here. This method will be called multiple times.,Organization
Also move to separate method like 'getDeviceIcon' or 'setupDeviceIcon',Organization
Better to rename this method to memberPicker. and Change the delegate to MemberPickerDelegate.,Organization
"if this is being used for determining the view type, instead of using boolean use ViewType enum.",Organization
"this is to differentiate between users election view and device selection view. 
ViewType is used to detect view  controllers.",Organization
please try to avoid force unwrapping,Organization
"""didTapSegmentControl"" seems more appropriate.",Organization
"""didTapBackButton""/""onBackButtonTap"" seems more appropriate.",Organization
this function doesn't need to be called multiple times. Back button won't change. So prepare once and assign to leftBarButton when necessary.,Organization
please move guard let to the top of the function,Organization
Segregate the method. It's large.,Organization
remove trailing spaces.,Organization
"Patch Set 4: Verified+1

(1 comment)

Fixed Merge conflict and removed remaining deinit functions",Organization
Deinit fuction is to be removed and given in anOther commit,Organization
Similar function has been used in many Other places. That's why it will be done in next CL.,Organization
This closure should be set as completionTask of ThreadWorker.,Organization
"this method should not be here, View is directly accessing ImageCacheStorage rather FeedbackManager should communicate with ImageCacheStorage.",Organization
Same comment applies here. Closure should be set as completionTask,Organization
"Move to separate method like handleKeyboardAppearEvent, handleKeyboardDisappearEvent.",Organization
"please search this file for force unwrap cases and see if they can be avoided by using guard let. If there's a reason to use force unwrapping, please add appropriate NOTE for future convenience",Organization
"please try to avoid force unwrapping and if possible, introduce constants to replace string literals",Organization
"please try to avoid force unwrapping and if possible, introduce constants to replace string literals",Organization
please ensure that it will not be nil before force unwraping,Organization
"function name says insertMember. But this function is doing something else.
Check again.",Organization
"Instead of database, use 'forceDataFromServer' check 'requestFeedbackCounts' method in contact profile manager.",Organization
I think. this transition should be turned off if retrieved from core data as the view will load immediately. Please consult with UX.,Organization
"Right now, three functions are called just to configure the view.
    - configureWriteCommentView()
    - setDataAndReloadView()
    - showViewWithNoLikeCommentMessage()

And in each function viewType is checked several times.

I'd recommend to write only two function. One for commentType and anOther for likeType view and configure the view accordingly.",Organization
"These are not public methods, check the MARK comment plz.",Organization
"We don't need an extra init function.
Just add the eventName and eventDescription in the previous init with default nil assignment.",Organization
remove trailing_closure_violation,Organization
should a delegate be set here. This method will be called multiple times.,Organization
Also move to separate method like 'getDeviceIcon' or 'setupDeviceIcon',Organization
"this is to differentiate between users election view and device selection view. 
ViewType is used to detect view  controllers.",Organization
"""didTapSegmentControl"" seems more appropriate.",Organization
"""didTapBackButton""/""onBackButtonTap"" seems more appropriate.",Organization
this function doesn't need to be called multiple times. Back button won't change. So prepare once and assign to leftBarButton when necessary.,Organization
either rename to defaultBackButtonImage or rename the rest without Image suffix,Organization
please move guard let to the top of the function,Organization
Remove feedHeaderView prefix. All variables are for this view.,Organization
Segregate the method. It's large.,Organization
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Organization
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Organization
Try to pass image view and move the function to Util class. Reduce duplicated codes.,Organization
Similar function has been used in many Other places. That's why it will be done in next CL.,Organization
"This function seems duplicated. Move to Util class.

Also better rename it to fetchProfileImage(fromUrl:withHash:forImageView)",Organization
"this method should not be here, View is directly accessing ImageCacheStorage rather FeedbackManager should communicate with ImageCacheStorage.",Organization
"> this method should not be here, View is directly accessing
 > ImageCacheStorage rather FeedbackManager should communicate with
 > ImageCacheStorage.

Good job, Marjan..",Organization
"Move to separate method like handleKeyboardAppearEvent, handleKeyboardDisappearEvent.",Organization
please check if it violates trailing closure.,Organization
please check if it violates trailing closure.,Organization
"please search this file for force unwrap cases and see if they can be avoided by using guard let. If there's a reason to use force unwrapping, please add appropriate NOTE for future convenience",Organization
Please think of a way to avoid forced unwrapping,Organization
"please try to avoid force unwrapping and if possible, introduce constants to replace string literals",Organization
"please try to avoid force unwrapping and if possible, introduce constants to replace string literals",Organization
please ensure that it will not be nil before force unwraping,Organization
"function name says insertMember. But this function is doing something else.
Check again.",Organization
"Instead of database, use 'forceDataFromServer' check 'requestFeedbackCounts' method in contact profile manager.

We may change databases, list may come from files, or Other storages. So, app doesn't need to specify that.",Organization
"Instead of database, use 'forceDataFromServer' check 'requestFeedbackCounts' method in contact profile manager.
We may change databases, list may come from files, or Other storages. So, app doesn't need to specify that.",Organization
Execute the worker here. And change the method name to FetchAndShowMember(),Organization
"please add this one in ""isEqual"" function.",Organization
I think. this transition should be turned off if retrieved from core data as the view will load immediately. Please consult with UX.,Organization
Add TODO for moving retrieval from willAppear as this method will be called for many scenarios.,Organization
"Right now, three functions are called just to configure the view.
    - configureWriteCommentView()
    - setDataAndReloadView()
    - showViewWithNoLikeCommentMessage()

And in each function viewType is checked several times.

I'd recommend to write only two function. One for commentType and anOther for likeType view and configure the view accordingly.",Organization
"instead of assigning empty string, use decodeIfPresent and apply nil coalescence
(??) and assign """"",Organization
"this if block can be reduced as follows. Please consider if that would be  more swift like:

groupMembers?.forEach { $0.profileId = groupId }",Organization
"Filter should be added in the Manager/Helper side.
Not in the ViewController.

Please Modify accordingly.",Organization
"We don't need an extra init function.
Just add the eventName and eventDescription in the previous init with default nil assignment.",Organization
This overridden function isn't doing anything. Remove.,Organization
should a delegate be set here. This method will be called multiple times.,Organization
please make an if-else ladder as the current implementation will go through all the statements even after the deviceType is found earlier.,Organization
Also move to separate method like 'getDeviceIcon' or 'setupDeviceIcon',Organization
Better to rename this method to memberPicker. and Change the delegate to MemberPickerDelegate.,Organization
"if this is being used for determining the view type, instead of using boolean use ViewType enum.",Organization
"this is to differentiate between users election view and device selection view. 
ViewType is used to detect view  controllers.",Organization
please make an if-else ladder as the current implementation will go through all the statements even after the deviceType is found earlier.,Organization
please try to avoid force unwrapping,Organization
"""didTapSegmentControl"" seems more appropriate.",Organization
this function doesn't need to be called multiple times. Back button won't change. So prepare once and assign to leftBarButton when necessary.,Organization
please move guard let to the top of the function,Organization
no need to write additional init function. Assign default values to the Other one,Organization
Is there any benefit in having tagged user array nullable? If not make it mandatory and assign empty list [ ] as its default value,Organization
Segregate the method. It's large.,Organization
"This function seems duplicated. Move to Util class.

Also better rename it to fetchProfileImage(fromUrl:withHash:forImageView)",Organization
"this method should not be here, View is directly accessing ImageCacheStorage rather FeedbackManager should communicate with ImageCacheStorage.",Organization
"> this method should not be here, View is directly accessing
 > ImageCacheStorage rather FeedbackManager should communicate with
 > ImageCacheStorage.

Good job, Marjan..",Organization
Same comment applies here. Closure should be set as completionTask,Organization
Please look at the previous comment about this method.,Organization
Please look at the previous comment about this method.,Organization
Modify in image util as per discussion to remove duplicate codes.,Organization
Modify in image util as per discussion to remove duplicate codes.,Organization
Modify in image util as per discussion to remove duplicate codes.,Organization
this initial value will be overwritten at the bottom in if/else condition which will cause dead store error in static analysis.,Organization
Will it be better to Extend this CareGraph for BGGraph and override the few methods that need to be modified instead of adding checks in common file? what is your opinion??,Organization
I will try to extend this.,Organization
"The protocol method is generic to every tracker (weight , stress, HR, BG). That's why I used the first and second name. 
Let me know your feedback",Organization
Will it be better to Extend this CareGraph for BGGraph and override the few methods that need to be modified instead of adding checks in common file? what is your opinion??,Organization
I have override the required method and did the bp related work in inherited class.,Organization
"firstly, here value is passed to controller property where is it should passed to interact property.

secondly. property of interactor is access through the controller.interactor. it should not be like this.  latestBpData should place in the interaction dataStore and then connect that dataStore with the router dataStore. then you can access the interactor property by the dataStore property of router",Organization
"We already have this same code in UserInformationViewcontroller, right? 
Please make common class to use same functionality in different view",Organization
"We already have this same code in UserInformationViewcontroller, right? 
Please make common class to use same functionality in different view",Organization
"We already have this same code in UserInformationViewcontroller, right? 
Please make common class to use same functionality in different view",Organization
"We already have this same code in UserInformationViewcontroller, right? 
Please make common class to use same functionality in different view",Organization
Not removing as Shaafi used this to draw circle in Heart View Controller,Organization
"eventValue should be of type ""OttFileEventEnum"" not Int64",Organization
i recommend to call super.viewWillDisappear(animated) here,Organization
no calling to presenter to controller. i think its because controller call it from viewWillDisappear.,Organization
"try to remove these red mark from the file. 
to find go Editor and show invisible from Xcode menu",Organization
"normally .navigation button action goes in SHTBloodPressureViewController.
do you put a new navigation button for this track page ?

Need to check this.",Organization
"avoid force unwrapping of zippedEncodedString. If zippedEncodedString is nil, you can return nil immediately.",Organization
why are you calling method of a VC and subscribing to an internal variable of the VC? The VC can be destroyed anytime when it is pop'ed out the navigation stack,Organization
"Patch Set 1: Verified-1

Description Validation failed.
Error: [Feature Name] has invalid value :   
Format: [Title] Apt title for your change [Checking Method] Mention the testing flow [Type] feature (catch-up) or Patch or Feature or Bugfix [Feature Name] Your Feature Name [Self Test Result] Pass",Organization
"Patch Set 1: Verified-1

Description Validation failed.
Error: One or more mandatory fields are missing 
Format: [Title] Apt title for your change [Checking Method] Mention the testing flow [Type] feature (catch-up) or Patch or Feature or Bugfix [Feature Name] Your Feature Name [Self Test Result] Pass",Organization
"you can enter group here, and leave group in the completion handler. In that case, no need to pass group around to Other funcs.",Organization
why is this method disabled? This is the one which requests latest data from server.,Organization
"Coding Key:
@SerializedName(""timestamp"")
private long mTimestamp;
@SerializedName(""timeOffset"")
private int mTimeOffset;",Organization
"Coding Key:

    @SerializedName(""title"")
    private String mTitle;
    @SerializedName(""description"")
    private String mDescription;
    @SerializedName(""startTime"")
    private long mStartTime;
    @SerializedName(""endTime"")
    private long mEndTime;
    @SerializedName(""timeOffset"")
    private long mTimeOffset;
    @SerializedName(""state"")
    private int mState;
    @SerializedName(""startScore"")
    private List<Integer> mStartScoreList;
    @SerializedName(""endScore"")
    private List<Integer> mEndScoreList;
    @SerializedName(""smiley"")
    private List<Accomplishment> mAccomplishmentList;",Organization
"Coding Key:

    @SerializedName(""lastKey"")
    private String mLastKey;

    @SerializedName(""sessions"")
    private List<Session> mSessionList;",Organization
ServerResultDeleget should be renamed as ServerResultDelegate,Organization
"DRY: Do not Repeat Yourself... remove duplicate to one place and call that method from here 
same code block is  in SGBackUpRestoreViewControllerOOBE.m

why not move this block in method startEsim2ViewFlow, and anOther method for startEsim1ViewFlow in  SGEsimViewController class",Organization
please remove double pushViewController,Organization
"DRY: Do not Repeat Yourself... remove duplicate to one place and call that method from here 
same code block is  in SGBackUpRestoreViewControllerOOBE.m
why not move this block in method startEsim2ViewFlow, and anOther method for startEsim1ViewFlow in  SGEsimViewController class

call these method from here",Organization
please remove double pushViewController,Organization
"DRY: Do not Repeat Yourself... remove duplicate to one place and call that method from here 
same code block is  in SGBackUpRestoreViewControllerOOBE.m
why not move this block in method startEsim2ViewFlow, and anOther method for startEsim1ViewFlow in  SGEsimViewController class",Organization
please remove double pushViewController,Organization
"DRY: Do not Repeat Yourself... remove duplicate to one place and call that method from here same code block is  in SGBackUpRestoreViewControllerOOBE.m why not move this block in method startEsim2ViewFlow, and anOther method for startEsim1ViewFlow in  SGEsimViewController class",Organization
"""socialMainViewController"" or ""socialMainScreenViewController"" seems more convenient to me.",Organization
keep one convenience init(),Organization
it may not necessary to set... method... you can use var property1 {set{} get{}},Organization
"may not need setter type func, instead use var property with set get",Organization
"Vai, I need a discussion regarding the specification of asynchronous device activation.",Organization
rename it as SGEsimSelectActivationMethodNeworkSetupViewController,Organization
"why did you call twice?
origianl cade calls thread start. it is failed if the thread is running. but your revision is always calls twice.
one of reason to make thread is for launching time optimization. the methods in initial thread are not to releation to show dashboard directly so we calls it in seperate thread.
if you want to use handler, it should call once and do not struggle app launch.",Organization
Follow Other name patterns. Append View/NavigationController,Organization
use commonUtils.getFullName() to build the name,Organization
This will not set proper value in case of async calls in getDummy() method.,Organization
"The ID should be in Constants file.
Define""LocalizationConstants.swift"" file in common folder.
Give class name StringIDs.

Place empty string for comment,",Organization
Don't need to create anOther key for KS feature. We should use FEATURE_APP_SERVER for KS server change because message/push test uses KS userID.,Organization
"WebView should not be here.
UI components should be in UI. method / delegate should be used to separate the responsibility between class",Organization
"as in the weight tracker voc there is a data in 1970, so there might be a possibility that timestamp got here is wrong, so i add this checking.",Organization
remove this code to SGEsimSettingsProvider - saveProfileInfo(...) or if necessary create a separate method class in esim module,Organization
"@Mouinul: The variable name seems have a typo mistake. Also, could you please clarify difference between heartRateAvarageTo and heartRateAvaerageTo2?",Organization
"You have to use color data
mDataTextColor -> mMainValueData, mSubValueText
mUnitTextColor -> mMainValueUnit, mSubValueUnit
color of unit text can be set by tile data.",Organization
"if(mIsInitText) {
  // just set mMainValueData
  // You don't need to set mMainUnit, mSubValue, mSubUnit
} else {
  // set mMainValue, if exist tileData, set mMainUnit, mSubValue, mSubUnit
}",Organization
"these values will be set in case of multiview because contentview has value, numerical data is not set in super class.",Organization
"these values will be set in case of multiview because contentview has value, numerical data is not set in super class.
Super class sets either one and not both.",Organization
"extracted is not correct function name. Please rename it.
Also put each param in separate line.",Organization
please add a TODO comment here for accessing phone number with checking as contacts can be created without phone numbers.,Organization
After calling callback please return from this method.,Organization
This callback should not be called here as there might be Other containers from which contacts could be fetched. So call this after completing for all containers,Organization
"This ViewController title will be translatable. But if we use a constant value, it'll not support the translation.

For now it's better to use a hard coded String for the title with a TODO comment",Organization
"commentCountView is actually a UILabel.

better to rename it as commentCountLabel. Kindly check the similar occurrence too",Organization
"As cell will be differ for each Post Type, it's better to bind the cell layout within the condition. Also in this case, it's been bind to feedTableViewCellXib twice. once in the function main body and anOther time within the condition.",Organization
"footerView.commentCountView.text = """"
is common for both condition.

Kindly optimize it",Organization
getAppList functions return array of download status. Either function name or the return type should be changed.,Organization
We don't need to use Main Queue as its not sure from back-end that if there any UI update in this delegate.,Organization
"Please check whether it's possible using class method.
I think, we don't need singleton here",Organization
If we use class method then delegate method does not work here.I have tested it.,Organization
Now mail composer object will be created only once in the life time of this view controller,Organization
"Please check for nil before calling callbacks or check if it can be forced for not nil.

Also change in the above method.",Organization
"Should selectedProfile be nil in any condition?
I think selectedProfile can not be nil. In that case we better use the force unwrap option.

Check it later. No need to change right now.",Organization
"why assign minus resource to mButtonResourceId?
This is unused code, because mButtonResourceId is used in super.setContents().",Organization
Maintain a single empty line in between two consecutive method.,Organization
Maintain a single empty line in between two consecutive method.,Organization
Maintain a single empty line in between two consecutive method.,Organization
Maintain a single empty line in between two consecutive method.,Organization
Insert one empty line in between two consecutive method,Organization
"Removing ternary operator shows result as 1 or 0. So if we want to show the result, we must use the current String form.",Organization
"As per PL, we are supposed to process original entities data in presenter to show in View.  Please check if this processing code should be done in entities class or in presenter class as per View requirement. 

Except this decision, it seems good.",Organization
"This is also generated automatically by android studio. 
It is more proper to keep the field name in it's method. 
But, here as you commented, the method name is a little bit weired. 
So, I will modify it to getVisibility.
Thanks.",Organization
We should have brief description of each class and properly and method,Organization
"Follow the same parenthesis convention for all the if conditions
i.e. in the same line or in the new line.",Organization
"Follow the same parenthesis convention for all the function and classes.

i.e. in the same line or in the new line.",Organization
"Also, let's not make functions public. Because default is internal. Which is ok for our project.",Organization
these register func are private to this class... so add private access specifier keyword,Organization
use SGLogger.log ... or add new methods as necessary,Organization
"<color name=""home_dashboard_tile_title_color"">#162d41</color>
This value is in colors.xml of Home project.
If you need this value in both project, please move to CommonRsc/res/vlaues/colors.xml",Organization
"Then this method will return true, Otherwise false.",Organization
"in iPhone XR Landscape mode the last footer text overlaps with cell, so have increased the top padding for XR [P.S: XS does not produce this issue]",Other
"there should be statement under if expression. So either delete if expression or set flag variable to false

Also add comment in every CL",Other
"If possible, consider using Delegates instead of Notification in next iteration.",Other
"Patch Set 1:

Description text should be ""force foot install"" -> force FOTA install/installation",Other
I think IS_FORCE_FOTA_INSTALLATION_ENABLED is good sound than IS_FORCE_FOTA_INSTALL_ENABLED,Other
The given name explains itself enough.,Other
I think CELL_FORCE_FOTA_INSTALLATION is good sound than CELL_FORCE_FOTA_INSTALL,Other
The given name explains itself enough.,Other
"Patch Set 2: Code-Review+1

Checked Item:

Add log on weather module.",Other
You are printing wrong (opposite) info. Those are not required here.,Other
"please, remove this protocol and file.",Other
"Patch Set 1:

If any Other page require to handle this event, you can add these changes after analyzing more in future",Other
I think you can define this via constant.,Other
Its just for dummy purpose to have some value for TLV. May change later.,Other
Please keep weather package name only single place.,Other
"please, make it proper cases",Other
"Patch Set 3: Code-Review+1

Checked Items:
1. Reset function.
2. nil check on several functions.",Other
Should be modelNumber.,Other
May be it should be getGearModelNumber().,Other
Why using redundant code?,Other
Is power saving ON condition checked?,Other
PSM checked inside individual cell block before this check.,Other
please update this,Other
"Patch Set 3: Verified+1 Code-Review+1

Check items :
1. Update spec.
2. Update max size.",Other
"Patch Set 1:

Plz correct commit message problem description.",Other
What is the definition of 1 and 0 here. Can we use some variable/macro?,Other
You need to implement onConnect and onDisconnect delegate methods as well. Please implement.,Other
"Patch Set 1: Code-Review+1

@Mahmud , Please merge your dev_gears CL into fit model in future but code base should be same on both branch.",Other
"Patch Set 2: Verified+1 Code-Review+1

Checked Item:
1. Refactor icon_number_converted function.",Other
Former version should be 1.8.19013103,Other
Please mark this texts as //Need DID,Other
Please use SGAppLog.,Other
"As this is main_gearfit branch ,I will give separate refactoring CL later in dev_gearfit",Other
"as this is main_gearfit branch , I will give separate refactoring CL later in dev_gearfit",Other
"as this is main_gearfit branch , I will give separate refactoring CL later in dev_gearfit",Other
"as this is main_gearfit branch , I will give separate refactoring CL later in dev_gearfit",Other
Why DID for Cancel is being included here?,Other
Please add some log here.,Other
please remove unwrapped optional,Other
"Patch Set 3: Verified+1 Code-Review+1

Check item:
1. Remaining time calculation for alarm.",Other
We can use let  instead of var.,Other
The value should be localised. Please check.,Other
"Patch Set 4: Code-Review+1

Checked Item:
1. Update alarm date with current date + hr + min.
2. One Logical check.",Other
Please check the spelling,Other
use SGAppLog(...),Other
use SGAppLog(...),Other
"why it's name is gearManager ? what type of variable it is? gearManager name is generic, please use specific variable name with purposeful meaning.",Other
why SGAlarmWearableCommandProtocol? this name should be changed to better one for understanding its purpose.,Other
ok I will change it in my next CL,Other
"from which class this notification will be broadcast/post, when received this debug_log msg request?",Other
Doesn't SGWearableManagerService  post whatever we receive from Connection layer?,Other
"why R365? Moden Lite is R375, Moden is R370",Other
why it is static?,Other
"now we will use map for widget id also, like Other widget info maps",Other
Use  CARD_SETTINGS_GROUP_SAMSUNG_HEALTH,Other
use AlamofireAdapter class to call http request.,Other
remove alamofire,Other
remove alamofire call directly.,Other
what will be the handler value for Error case ?,Other
I will also handle error.I am updating in my next patch,Other
What will be handler value for this case ?,Other
Please remove this.,Other
Please remove this.,Other
"Pleas correct this to ""Down""",Other
"If you don't get any data, put it as "" "".",Other
Do you need this variable? please check if not then remove.,Other
do you need this variable?,Other
is this value ok?,Other
Is this number localized?,Other
this is localized in 351 number line in this file,Other
why we need this here?,Other
It should be ON.,Other
This should be OFF.,Other
Should be OFF.,Other
Please place this script at root level,Other
"Change version to ""1.5""",Other
Is it ok to remove from this file?,Other
variable name can be GALAXY_FIT_DEVICE_CARD_ORDER. Please consider.,Other
please initialize with empty dictionar( [:] ) for future warnings/errors,Other
you can ignore this file,Other
you can ignore this file,Other
Remove this text need DID,Other
Remove this text need DID,Other
Apply DID,Other
Why do we need to upload this file. It should be a blank report and CI system should create it automatically.,Other
Is it fixed id? what is the purpose of this id ?,Other
"Patch Set 1:

I could not reproduce this issue with latest pulse binary SA9. Please check this fix again.",Other
"Patch Set 1: Code-Review+1

I checked with your change. That's why I could not reproduce the issue.",Other
You can use SGAppLog.,Other
You can also add mnc value. It will be helpful for future debug.,Other
please update commit message,Other
"Put """" here;",Other
Change logic here.,Other
make same convention. either UPPER or lower case.,Other
"Can you tell me what is the reason to remove rechabilty code from here ?

I have checked sendSuotaBinaryDownloadRequest() function and internally this function have network call.",Other
Remove this.,Other
Is it reconnect or connect.,Other
need to use AlamofireAdapter from dev_gearfit,Other
"if return type if void,  then why this keyword",Other
ok I am moving this codes in installWeatherApp,Other
Please give a line break here.,Other
please give a line break.,Other
Please make this function private.,Other
> Please make this function private.,Other
It was OK. I mean -1.,Other
Mahmud will give refactor CL for those.,Other
"Please check, if this change is necessary in project file.",Other
"Patch Set 1:

I accidentally merge it. @Pulak: Please check if project file change is needed or not ?",Other
Is this change required?,Other
"Patch Set 5: Code-Review+1

New Check item:
1. project file changes.",Other
For future debug purpose need to print this dictionary value.,Other
please check is it call one time or more than one time for any settings change,Other
Unnecessary change.,Other
Unnecessary change.,Other
"Why this appLog contain name ""junaid""?",Other
"remove this type of text ""we are... "" 
instead wearable will send the required widget valid IDs
or better text.",Other
"AppIconPath naming seems like path to physical storage. But here we are using resource name as icon. 

Suggesting name to DefaultAppIcon instead of AppIconPath",Other
Rename it to MessageAppIcon,Other
Are Phone and SMS only defaults apps?,Other
Appname is Message. Please rename it to message_bundle_id,Other
"is not OOBE and reconnection steps different? it is always calling OOBE next steps. then how it will work in reconnection scenario.
Please, test all the OOBE and reconnection scenarios to ensure it is working correctly.",Other
Can use CamelCase convention.,Other
You can make it AlarmDate.,Other
I think you can remove this line or can print the dictionary in this line.,Other
NSInteger is defined in ruction definition in Other file. But primitive data type Int is used. Both should be same. Please check.,Other
What does this right button represent? It should have a proper name.,Other
Please name it as actionButton.,Other
"Patch Set 1:

I already submitted CL to resolve this issue. Did you find any problem there?",Other
It is supposed to take from UI reference. Do you really think that we should give UI reference for all the integral constants from UI?,Other
I added log here. Please check.,Other
please use SGAppLog method.,Other
"So many function regarding log.

Ok i will change as SGAppLog.",Other
use SGAppLog,Other
"plz, use weatherstore class for this use defaults wrapper.",Other
This part is added by mahmud.  I will request him to make a separate file for this.,Other
"This class may handle some Other functionaly Other than only installation. So i think we can keep this name.

We have also plan to introduce a installer class which can handle all types installation from diffent module.",Other
you may use WearableManagerService class instead of SAP directly.,Other
use SGAppLog,Other
what happen if it is find there is update? any response handler is necessary?,Other
is this constant necessary for any Other feature? if not then define it in Fota specific class,Other
"please, use self...",Other
why do this is required here ?,Other
It should be suota.,Other
Could add a else block here and print log? It will help to know if response is not coming for any specific class.,Other
Device disconnection scenario need so,Other
Device disconnection scenario need so,Other
"Yes, vai, I will update this in next CL.",Other
"Patch Set 1: Verified+1

Searched for DID for band.
if it is found, applied it.
if it is not found , replaced the existing ""Gear"" text with ""Band"" as in all of the localisation file ""Gear"" has been written in English",Other
Remove these lines.,Other
Please. keep previous change.,Other
"Some extra changes can be remove, those are not relevant with current CL.",Other
Can we log different values of the calculation?,Other
Remove this.,Other
please add s.,Other
It will be changed in next CL.,Other
Both side padding 60 or 90 ?,Other
Please use AppLog,Other
"Make it string by providing ""value""",Other
"Make it string by providing ""value""",Other
Can you check if text alignment set as Natural,Other
Please put log here.,Other
Is this condition needed? Please check.,Other
Please remove that in next CL.,Other
Please remove City word.,Other
"ok removing ""City"" from name",Other
please make it Cold.,Other
Please remove City word.,Other
Please remove City word.,Other
"You can name this as ""convertedIconNumber""",Other
"Remove city word.

You can name this ""convertedIconNumber""",Other
Please remove City word.,Other
Please remove City word.,Other
Here you should also add 45.,Other
Forgot to add.,Other
Please add 46 also.,Other
This part should be Cold.,Other
Please remove that part. This is unnecessary.,Other
Please remove City word.,Other
